id,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.description,menus.name,name,postalCode,priceRangeMin,priceRangeMax,province,Median_Price
AVwdmX5TIN2L1WUfxabz,11661 Preston Rd,"Pizza,Restaurant,Pizza Restaurants,Italian restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Dallas,US,us/tx/dallas/11661prestonrd/1808325954,32.909301,-96.805238,,8.95,8.95,,"10"" 1 Topping Pizza and Side Salad",Tomato Pie,75230,0,25,TX,8.95
AWEKVN4rRxPSIh2RrOUT,1068 Markham St,Pizza Place,Accommodation & Food Services,Conway,US,us/ar/conway/1068markhamst/-2085009146,35.092948,-92.439413,,15.95,5.95,,Taco Pizza,Larrys Pizza Conway,72032,0,25,AR,15.95
AVwc1L-mIN2L1WUfpX59,10999 S Ocean Dr,"American Restaurant,Pizza Place",Accommodation & Food Services,Jensen Beach,US,us/fl/jensenbeach/10999soceandr/-2015460099,27.264124,-80.202568,,15.0,15.0,,The White Pizza,Caps Island Grille,34957,25,40,FL,15.0
AV0ZtxLy3D1zeR_xEG0A,8113 Moores Ln,Pizza Place,Accommodation & Food Services,Brentwood,US,us/tn/brentwood/8113mooresln/-447384370,35.965384,-86.801143,,5.0,5.0,,S'mores Pizza,Papa Murphys Pizza,37027,0,25,TN,9.0
AVzoHHgJ3D1zeR_xCaLo,1401 Nash Rd,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,North Tonawanda,US,us/ny/northtonawanda/1401nashrd/-943945724,43.060997,-78.865475,,5.95,5.95,,Mozzarella Sticks (5) with Pizza Sauce,The WurliTzer Pizza Co,14120,0,25,NY,7.3
AVweghCJkufWRAb5DlT0,109 E 8th St,"Restaurant,Pizza Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Los Angeles,US,us/ca/losangeles/109e8thst/815135239,34.042482,-118.252786,,24.0,24.0,White cream sauce mozzarella smoked ham caramelized onions and chopped basil,Carmelita Pizza,Papis Pizzeria,90014,0,25,CA,24.0
AVyoBb_Ml8hL2jjQySoP,575 Seneca Ave,"Pizza,Restaurant,Italian,Pizza Place,Restaurants",Accommodation & Food Services,Ridgewood,US,us/ny/ridgewood/575senecaave/-1205192948,40.704542,-73.910649,http://www.singlepage.com/carlos-pizza-4,13.75,13.75,,Pepperoni Pizza,Carlos Pizza,11385,0,25,NY,7.5
AVzA-pVeFcQ3k02bBalo,289 W Main St,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Leola,US,us/pa/leola/289wmainst/1100633463,40.085942,-76.20824,,1.7,1.7,,Pizza,Rosarios Pronto Pizza Italian Restaurant,17540,0,25,PA,11.0
AVwcoHb7IN2L1WUfnGTY,554 State Route 17M,Pizza Place,Accommodation & Food Services,Monroe,US,us/ny/monroe/554stateroute17m/-1387795196,41.321164,-74.181577,,5.95,5.95,,Pizza Burger,Big Mikes Pizza And Pasta,10950,25,40,NY,5.95
AVwc42PwByjofQCxjR2q,2382 N Ocoee St,Pizza Place,Accommodation & Food Services,Cleveland,US,us/tn/cleveland/2382nocoeest/-1043492937,35.177025,-84.86655,,12.25,12.25,,Pizza Pie,Lupis Pizza,37311,0,25,TN,11.625
AVwd5i6yByjofQCxtena,3938 S Zarzamora St,"Pizza,Restaurant,Pizza Place Palm Heights,Pizza Place,Restaurants",Accommodation & Food Services,San Antonio,US,us/tx/sanantonio/3938szarzamorast/-1026443824,29.385755,-98.532876,,15.99,15.99,Alfredo sauce mozzarella cheese spinach mushrooms and grilled chicken,Chicken Alfredo Pizza,Alamo Pizza,78225,0,25,TX,13.99
AVwdSNOFkufWRAb54SAY,1579 W McDowell Rd,Pizza Place,Accommodation & Food Services,Avondale,US,us/az/avondale/1579wmcdowellrd/-1428135565,33.463851,-112.338715,,19.25,16.5,Ricota cheese. cheese. Garlic.,White Pizza,Palermos Pizza 2,85392,0,25,AZ,19.25
AVwcm9ZqkufWRAb5xE9H,2422 S 34th St,"Restaurant,Pizza Place Argentine,Pizza Place,Restaurants",Accommodation & Food Services,Kansas City,US,us/ks/kansascity/2422s34thst/210240940,39.057669,-94.668251,http://www.citysearch.com/profile/menu/40857364?singlePlatformId=old-shawnee-pizza,4.0,4.0,1 breadstickampcomma apple sauceampcomma drink,Mini 1 Topping Pizza,Old Shawnee Pizza,66106,0,25,KS,4.995
AVwd2GKq_7pvs4fz9xhs,411 Trenton Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Utica,US,us/ny/utica/411trentonave/-1973664678,43.116936,-75.210664,,7.19,7.19,Picante tomato sauceampcomma mozzarella cheeseampcomma seasoned ground beefampcomma roasted sweet peppersampcomma onions and black olives it39s topped with mounds of cheddar cheese,Mexican Beef Pizza,Francos Pizza,13502,0,25,NY,7.19
AVwc1IjOByjofQCxiqOg,1387 Coney Island Ave,"Pizza,Restaurant,Sushi,Pizza Place",Accommodation & Food Services,Brooklyn,US,us/ny/brooklyn/1387coneyislandave/327275530,40.623776,-73.964585,http://www.menupages.com/restaurants/pizza-world/menu,2.5,2.5,,Pizza Knish,Pizza World,11230,0,25,NY,2.125
